"symbol","FKPM_CTL_ZT10","FKPM_CTL_ZT14","FKPM_CTL_ZT18","FKPM_CTL_ZT2","FKPM_CTL_ZT22","FKPM_CTL_ZT6"
"Abhd11",7400.32,7026.81,6386.61,5912.97,7195.54,5423.64
"Abhd12",115339,118910,114109,118082,118961,113832
"Abhd13",59716.5,66782.7,55656.1,60016.2,57292.8,57757.3
"Abhd14a",775.433,111.337,503.509,976.01,842.893,483.822
"Abhd14b",16067.3,11754,12132,15934.2,11555.7,12473.6
"Abhd15",1550.92,1713.13,1809.64,1415.33,1150.85,1278.48
"Abhd16a",16567.47,14654.74,14405.81,15759.5,12662.72,16748.5
"Abhd17a",38730.3,30902.3,36674,34728,25483,38744.1
"Abhd17b",57029.1,64605.9,52915.2,50061.4,54233.4,48048
"Abhd17c",22186.1,25698.1,20207.5,22738.3,23743.8,21852
"Abhd18",8503.68,9218.25,9052.06,9326.21,11163.8,8149.05
"Abhd2",30420.8555,26715.568,26240.3905,29297.12,25652.166139,31845.152
"Abhd3",80117,87839.3,76373.9,80133.2,81876,79713
"Abhd4",52000.3,55436.4,51169.1,53716.3,53158.4,51338.1
"Abhd5",24156.2,25778.3,22976.8,23184.6,22875.5,21983.6
"Abhd6",21627.2,23017.365,20844.05,21316.365,22417.55,20500.8
"Abhd8",101164,73378.9,98593.7,90587.6,75704.6,112145
"Abi1",85678.74,97431.755,80372.1915,81327.31,86785.579,76836.45
"Abi2",100951,106904,90584.5,96016.3,100408,99603.9
"Abi3",1834.05,1849.38,1640.79,1978.3,2053.09,2082.6
"Abi3bp",383.948614285714,317.316601428571,222.258053857143,381.218995714286,97.8497454285714,257.387754285714
"Abitram",3532.39,3718.91,4720.69,3875.85,4549.72,3555.83
"Abl1",8283.54,8072.9,9489.72,9197.82,8555.9,8765.09
"Abl2",41818.1,42829.9,42977.7,41762.9,43230.1,37822.1
"Ablim2",12034.16425,11537.06425,13081.906,12152.04525,11964.93,11919.094625
"Ablim3",4953.1,6117.025,5761.885,6148.47,6446.51,4499.4
"Abo",3035.45,2799.27,2824.39,3221.09,3117.32,2951.45
"Abr",146435,153864.5,144833.5,149111.5,160188.5,144708
"Abra",48.2712,139.368,93.9949,42.6675,87.8996,69.5342
"Abracl",10666.3,11229.9,10093.6,12283.9,11749.1,10918.1
"Abraxas1",1467.97,1127.32,995.092,1116.76,1114.24,1437.44
"Abraxas2",31912.4,34581,31193.6,32908.1,33289.7,32684.9
"Abt1",12872.2,11240.5,13058.5,11752.5,12965.1,13989.7
"Abtb1",11249.3,10731.8,10839.5,10805.9,9465.15,10900.1
"Abtb2",2501.43,1759.51513,1670.1805,2408.46315,1861.5055,2004.1038
"Abtb3",3936.78,4094.79,3482.85,3802.325,3167.15,4024.285
"AC080157.1",7.83205,0,0,0,0,0
"AC094643.2",2857.4,2534.37,2866.2,2283.76,2540.85,2798.06
"AC094647.1",27.6197,0,0,0,0,0
"AC095947.1",5301.38,5939.27,4611.81,4619.15,4511.98,4489.49
"AC096201.1",46.979,21.025,0,18.2861,70.5785,0
"AC096404.1",67.6304,52.1034,64.4876,37.3341,147.326,70.2143
"AC096792.1",20.6514,0,0,0,77.7817,25.0284
"AC097153.2",331.295,336.089,669.844,509.71,491.968,401.564
"AC097575.2",0,0,34.9804,0,0,0
"AC098008.1",95.2502,80.7495,27.2803,74.2872,22.21,20.8376
"AC098459.1",5298.26,3866.68,4169.51,4251.78,3815.65,4785.36
"AC098622.1",4936.96,5442.69,5446.02,5458.73,5714.17,5260.89
"AC103024.1",27.6197,0,0,18.2861,0,24.3483
"AC105645.5",96.725,0,70.8174,58.9041,0,45.866
"AC105662.3",6645.11,6733.25,6140.98,6837.87,7256.13,7056.04
"AC106663.1",370.43,343.71,372.031,467.423,459.394,233.365
"AC107280.1",26.3276,0,138.551,18.2861,0,45.866
"AC108595.1",118.831,102.543,0,77.3348,102.906,191.711
"AC109542.1",0,64.7388,27.2803,0,51.6233,23.5794
"AC109737.1",77.3657,32.3694,56.7875,18.667,70.5785,69.5342
"AC110837.1",73.3066,87.848,124.521,120.002,213.356,45.1859
"AC110981.1",24.873,0,41.3102,37.5704,0,0
"AC112350.1",0,0,0,0,22.21,0
"AC112531.1",52.4927,0,0,39.6198,29.4133,0
"AC112557.1",24.873,0,29.5073,37.1894,101.966,48.6966
"AC112568.1",0,19.7339,41.3102,77.3348,80.6958,25.0284
"AC112801.2",0,0,0,18.667,0,24.3483
"AC112866.1",1848.89,1733,1847.86,1706.53,1426.2,1655.28
"AC113910.1",0,24.19,0,18.2861,36.2763,0
"AC114446.1",48.2712,39.4679,0,18.2861,0,49.3767
"AC115369.1",27.6197,56.5594,128.975,40.0008,165.341,73.725
"AC115420.4",120.143,24.19,100.325,80.2378,0,71.5071
"AC117058.1",6179.82,6318.12,6313.93,4989.9,4980.21,4738.15
"AC117869.1",10414.7,13522.1,12181.3,13920.9,11289.3,10578.5
"AC118094.1",203.165,255.13,379.654,170,213.016,251.461
"AC118490.1",2537.56,2683.67,2234.16,2616.89,2701.42,2959.04
"AC118496.1",147.743,81.5179,59.0145,255.571,165.681,154.858
"AC119007.5",26.24635,10.5125,31.13035,28.04635,89.70385,84.09945
"AC119332.1",560.605,636.014,502.026,658.482,490.441,494.521
"AC120594.1",2167.78,2614.18,2153.84,2353.04,1681.86,2339.5
"AC121209.1",121.415,43.924,27.2803,98.5239,22.21,0
"AC121639.1",0,0,34.9804,18.9033,0,0
"AC123185.3",20.6514,66.24,0,36.9531,0,25.0284
"AC123358.1",0,21.025,29.5073,0,92.7885,0
"AC125757.1",8553.5,9681.68,8291.09,8575.54,9035.11,8876.52
"AC125920.1",3772.92,3673,3803.06,3675.57,3214.31,3778.7
"AC126581.1",55.2394,40.759,41.3102,21.3337,0,44.417
"AC126897.1",2038.37,1718.82,1427.67,2165.93,1371.76,1654.56
"AC127920.1",55903.6,72082.8,60906.1,62306.1,62031.5,53861.6
"AC128212.1",11600,9956.37,12940.8,10557,12720.6,12153.3
"AC128901.1",27.6197,0,34.9804,18.9033,0,0
"AC129365.1",4927.71,5840.85,5209.1,5590.6,5059.37,4506.43
"AC130391.1",0,32.3694,0,37.5704,0,0
"AC130391.3",0,21.025,54.5606,0,22.21,24.3483
"AC131360.1",8542.66,9378.01,8865.16,9060.73,9924.33,8414.56
"AC131360.2",5542.37,5378.7,5455.74,5139.07,4795.82,5339.26
"AC131483.1",206.95,220.328,447.816,186,94.7627,275.741
"AC131806.3",140.775,202.816,225.703,301.088,224.168,215.358
"AC132020.1",107.479,115.761,150.431,36.9531,136.608,45.1859
"AC132539.2",24.873,162.057,209.369,61.5708,44.42,44.417
"AC132740.1",51.2006,21.025,0,42.6675,0,20.8376
"AC133270.1",52.4927,0,27.2803,0,77.7817,20.8376
"AC133403.1",51.236,45.215,0,76.192,65.6896,94.5847
"AC134651.1",20.6514,108.873,0,0,0,23.5794
"AC135389.1",109.187,127.814,56.7875,133.664,175.799,134.02
"AC135409.1",2369.79,1764.91,1842.54,1648.9,1800.2,2146.32
"AC136588.2",7407.26,7216.96,5747.38,7091.88,8067.6,6819.93
"AC136661.1",24.873,88.9288,34.9804,18.2861,36.2763,0
"AC142154.1",24506.3,26196.7,23328.1,23870,23086.8,23952
"AC142458.1",99.4717,19.734,27.2803,21.3337,22.21,24.3483
"Ac1576",0,43.9259,64.4885,18.9037,36.2771,23.581
"AC239701.1",12267.4,11809,12891,11633.5,12453.4,10076.3
"Acaa1a",9271.65,6726.34,9247.15,8019.34,7288.46,9537.35
"Acaa2",10190.373,8711.15,7463.345,8743.6212686,7662.1197334,8041.10485
"Acaca",55687.75,62529.3,57699.95,58972.5,61842.5,57058.75
"Acacb",2029.39089375,1973.9004,1875.021129175,2084.249,1674.131625,1881.1875
"Acad11",6465.3457195,5990.45,5296.8526755,6433.3274155,6441.75451,6234.15
"Acad8",7022.6,6109.41,5885.65,6385.71,6770.65,7351.22
"Acad9",20636.43,22196.615,20037.85,21198.885,21014.595,21039.1
"Acadl",10835.1,12009.5,11258.9,12350.8,11711.9,11450.1
"Acadm",20791.5,19523,18609.1,19311,18643.6,19175.9
"Acads",8465.21,7161.17,7049.27,7845.8,6730.8,9369.76
"Acadsb",36013.1,37506.2,34931.8,36284.7,38596.7,36580.8
"Acadvl",38390.7,41869.8,35025.1,39339.9,39247.5,39112.5
"Acan",4236.445,5040.395,4274.81,4703.985,4716.035,4518.37
"Acap1",80.2749,157.601,59.0145,79.6206,117.313,68.7653
"Acap2",37360.75,41836.5,39563.65,34750.3,40166.85,33575.95
"Acap3",48072.3345,44348.13,48017.17,43285.705,40382.465,47340.22
"Acat1",71006.3,77404.6,65938.5,67207.5,64011.3,65740.7
"Acat2",2359.38,2180.8205,1870.025,2269.9035,1780.89,1833.925
"Acat2l1",3668.847,3930.33,2861.28,3438.75,3805.74,3372.41
"Acbd3",28.2883,666.664,967.602,257.25,1334.42,911.755
"Acbd4",39682.4,41345.2,38456,43565.2,41043,38697.4
"Acbd5",2787.65,3126.61,4036.79,3586.34,4062.22,3438.26
"Acbd6",23748,25761.5,25336.5,24816.7,25307.3,24679.1
"Acbd7",267.866,108.29,56.7875,191.714,137.208,69.4454
"Accs",1063.5965,1249.8255,1036.0945,1114.28,1288.44,994.934
"Accsl",48.2712,125.964,125.378,101.572,29.4133,97.3044
"Acd",7733.26,8235.38,8554.91,8895.37,8881.23,8078.74
"Ace",33680,27731,20031.8,32885.4,16704.7,39452
"Ace2",2056.98,2136.52,2289.59,3209.61,2738.73,2803.14
"Acer1",102.218,64.949,187.639,75.1407,77.7817,163.919
"Acer2",9515.86,11904.3,9237.05,5571.41,8674.32,5117.2
"Acer3",31579,33679.6,27143.3,30840.7,29096.1,31140.1
"Ache",13904.365,12044.1205,13625.9195,12058.7855,11812.97,15105.5905
"Acin1",86643.3,87895.4,94537,92419.5,94265.4,85331.2
"Ackr2",1227.05,1551.46,1857.62,1678.3,1313.25,1459.5
"Ackr3",8501.1,8488.18,6617.84,7394.55,7076.69,7185.02
"Ackr4",346.856,619.927,495.554,660.612,711.441,421.689
"Acly",70624.6156666667,69250.36687,65657.2032666667,67179.5397933333,68499.1198,64342.19948
"Aco1",37773.7,40283.7,37616.9,37029.2,39111.6,35496.6
"Aco2",407283,419033,390647,403748,399713,397707
"Acod1",24.873,0,88.5218,21.3337,0,0
"Acot1",1471.98,1613.53,1092.57,1123.57,1337.8,1662.26
"Acot11",8762.62,10693.6,10359.6,8828.24,9787.74,8343.52
"Acot12",150.51,129.13,132.221,98.9049,36.2763,116.08
"Acot13",11569.1,11771.9,11539.1,11600.9,12422.2,10949.8
"Acot2",7316.92,6558.96,6897.57,6573.77,6355.66,6753.84
"Acot3",3157.204,2902.64415,2590.8975,2729.41165,2811.96165,2952.654
"Acot4",4657.85,4419.66,3647.82,4600.97,4625.12,3818.4
"Acot5",328.782,283.218,130.851,345.569,188.832,387.542
"Acot6",122.89,120.986,152.581,174.48,172.544,91.0519
"Acot7",39280.755,38011.805,38553.89,39636.98,36459.66,38884.285
"Acot8",8894.91,7448.81,6733.75,7888.78,6494.4,8234.52
"Acot9",36760,40186.5,35985.4,38482,37091.9,38185.9
"Acox1",46786.6355,49101.394,46177.755,49006.887,48805.2905,44765.224
"Acox2",343.757,214.371,113.575,285.233,158.478,233.542
"Acox3",20308.1,19657.2,19882,18838.8,18648.8,20263.8
"Acoxl",0,20.3795,0,9.3335,44.1199,12.17414534
"Acp1",1309.7035,1167.346,1107.8085,873.3555,966.897,1089.0345
"Acp2",30965.4,30788.1,31581.6,32852.8,30393.4,31868.2
"Acp3",76.80065,20.3795,14.75365,28.04635,0,46.17235
"Acp5",565.334,633.53,514.999866,582.256,452.237,766.977
"Acp6",6993.82,7214.38,7080.63,7070.81,7290.93,7829.42
"Acp7",46.979,122.277,305.239,21.3337,80.6964,122.333
"Acr",0.0884901,0.0847963,0.0596934,0.0590264,73.8561,138.889
"Acrbp",1042.9,956.825,824.969,771.429,1326.06,883.126
"Acsbg1",78145.25475,81818.2707,75289,75767.5,81211.5,75333
"Acsbg2",0,0,0,18.667,0,25.0284
"Acsbg3",0.00501183,56.5594,0.00168576,0.00230816,0,0
"Acsf2",18936.6,18511.5,19542.2,16022.9,18432.3,19281
"Acsf3",11041.1,11002.6,9653.1,10366.4,10432.8,11147.1
"Acsl1",29095.165,29535.2,24566.365,27074.09,25957.29,25673.21
"Acsl3",193203,240341,213287,198914,221464,185334
"Acsl4",180100,199284,168555,189311,190518,183314
"Acsl5",65898,69729.8,63955.6,67979.1,71467.3,66603.1
"Acsl6",137720.85,144461.3,130521.9,137232.1,145473.75,132374.6
"Acsm2",6.8838,8.06334637666667,0,13.33358731,0,15.0619792233333
"Acsm3",1316.9,1202.86,1094.13,1309.66,942.371,1481.31
"Acsm4",0,0,0,0,0,24.3483
"Acsm5",10981.071,10131.588,9844.984,10374.756,10642.501,10435.42
"Acss1",45780.2,46888.9,43753.9,43055.4,46555.7,40547.5
"Acss2",60719,67057.1,57318.9,61451.4,61879.7,56050.2
"Acss3",5583.0185,5494.996,4367.9045785,5518.1645,4861.125,5467.05
"Acta1",4870.69,3818.94,3876.43,3974.81,4422.43,5025.99
"Acta2",2072.62,2824.67,3489.88,3751.8,2324.95,2246.64
"Actb",579609.5,571842,551175.5,562947.5,560478,562713.5
"Actc1",26.3276,19.734,27.2803,18.9033,29.4133,47.1588
"Actg1",35500.9,35972.9,29784.6,32577.5,30068.2,31774
"Actg2",179.148,73.1283,147.536,223.86,0,0
"Actl10",46.9798,19.7341,0,18.2862,22.2102,0
"Actl11",0,21.025,0,0,0,0
"Actl6a",9735.25,9619.24,8720.39,9760.43,9537.38,9544.7
"Actl6b",22051.155,21661.28,20439.465,21859.325,20195.905,20365.475
"Actl7b",145.159,90.43,160.358,77.5711,58.4864,94.5626
"Actmap",478.075,1086.75,929.639,666.43,1110.27,545.683
"Actn1",24354.16,24724.6,23444.77,22257.5633333333,26004.6,24370.81
"Actn2",24918.3,26580.6,25684,23952.6,27752.5,25006.8
"Actn3",468.102,478.473,473.649,448.612,461.368,280.088
"Actn4",26690.1,26425.7666666667,26927.3333333333,27786.2236666667,26118.2333333333,26096.3
"Actr10",54768.8,60170.6,48483.9,51391.8,53423.2,51804.7
"Actr1a",220738,226525,206386,219000,221514,215795
"Actr1b",102283.59,101252.645,94551.52,103619.235,99919.88,99556.305
"Actr2",188835,217626,189429,202161,209362,195568
"Actr3",134677.097,147911.191,129412.0194,143156.0675,142764.01,135627.2255
"Actr3b",47829.3,52417.5,45679.8,48213.4,49208.3,45108.4
"Actr5",4103.07,4470.3,5094.04,4608.74,3701.23,4884.93
"Actr6",23223.4,24647.5,20654.5,22120.1,22000.7,23160.2
"Actr8",33355.9,33330.5,32752.8,32113.6,32936.2,33600.1
"Actrt3",161.679,309.815,137.181,281.476,201.618,111.121
"Acvr1",14712.255,13536.625,14339.48,16847.085,16111.675,15320.02
"Acvr1b",83321.7,87682.6,88967.1,83429.3,85726.7,84171.9
"Acvr1c",16865.3,16291.2,16856,17894.6,17051.6,18249.5
"Acvr2a",43753.8,45137.9,42225.2,39068.1,47764.7,44031.6
"Acvr2b",2200.14,2610.43,2117.02,2661.42,1916.73,2634.78
"Acvrl1",5587.5,3336.4,6047.74,4105.81,1602.37,3770.8
"Acy1",10911.4,13374.4,11653.5,11149.7,11700.4,9815.33
"Acy3",3985.26,3578.76,3309.75,3199.37,2773.26,2685.75
"Acyp1",3541.095,3724.245,3186.17,3436.08,3581.91,3511.305
"Acyp2",31409.2,27201.1,26528.8,28677.2,25702.1,29330.2
"Ada",1088.08,699.299,621.768,647,708.779,486.908
"Adad1",26.4261,9.94398,0,32.8091,2.41787,71.7319
"Adal",4365.76,3560.8,4449.47,4397.29,3926.79,3613.79
"Adam10",60202.4,66839,61337.4,66840.6,62678.6,64648.8
"Adam11",74392.4,58988.7,75160.9,70527.2,59629.4,80219.8
"Adam12",4489.42,3766.73,4692.28,5054.26,4216.87,4772.88
"Adam15",20083,18794.6,20055.995,19218.85,18193.8,19482
"Adam17",24665.2,24734.4,21181.4,28148.1,25578,26923.9
"Adam18",0,24.19,41.3102,0,0,0
"Adam19",37201.9,36621.5,37454.1,40115.8,39543.4,36746.4
"Adam1a",4539.62,4369.18,4194.4,4758.07,5050.98,4177.25
"Adam1b",92.5035,108.663,97.241,74.1425,44.42,24.3483
"Adam2",114.609,19.734,59.0145,117.664,0,65.2546
"Adam22",40003.7,44976.85,41614.45,43490,47511.9,42021.65
"Adam23",105349,115563,106024,105642,116767,104722
"Adam30",0,40.759,0,21.3337,0,88.834
"Adam32",151.964,84.683,175.759,92.8095,161.733,71.5071
"Adam33",24.135605,9.866986,14.753614,29.143416,11.10499075,10.4187854
"Adam3a",0,0,27.2047,21.2053,0,0
"Adam5",22.7622,12.095024255,62.2607633,49.07145,11.10499667,24.34827796
"Adam8",1762.51,1498.37,1746.7,1756.71,1715.21,1543.3
"Adam9",53037.2,52680.6,52005.1,54119.1,53889.3,51335.9
"Adamts1",12959.9,11187.5,8846.4,14904.8,8968.3,14378.2
"Adamts10",10284.27,9008.85,10328.625,9884.995,8500.935,9014.2
"Adamts12",6288.52,5858.37,5336.04,8861.17,4533.02,7220.74
"Adamts13",0,9.867,27.2796,9.33275,0,34.8604
"Adamts14",144.56,24.2511,54.5663,0.00117205,36.2779,121.758
"Adamts15",6686.35,6195.8,6477.61,8156.83,5515.89,7052.12
"Adamts16",601.725,652.312,419.594,502.433,397.653,576.784
"Adamts17",3034.38,2873.51,2878.98,2716.51,2158.91,3089.64
"Adamts18",722.63,778.608,876.558,897.999,982.596,853.925
"Adamts19",3544.67,2760.34,2197.06,2476.69,3138.11,3406.6
"Adamts2",4268.06,2586.5,4948.82,2943.5,2502.61,5764.25
"Adamts20",5051.5,4447.5,7466.59,5122.37,3744.53,4637.99
"Adamts3",31751.9,32019.3,32002.6,29606.7,35443.9,28433.2
"Adamts4",15381.5,15436.2,16908.2,23185.3,21940.3,18924.3
"Adamts5",1984.43,2150.15,2071.36,2300.95,1978.32,2705.64
"Adamts6",4201.22,4480.68,4782.7,4807.65,4949.28,4044.28
"Adamts7",405.8836795,362.345,396.3219871,463.4689,428.2231,513.056
"Adamts8",1447.5,1987.36,1570.17,1778.12,1411.9,1743.96
"Adamts9",10267.9,8995.81,8828.77,12277.3,11522.2,13159.3
"Adamtsl1",5989.05,5291.42,3325.26,4159.39,4220.71,4833.8
"Adamtsl2",3900.22,3380.69,3948.69,3164.23,3274.76,3536.18
"Adamtsl3",9074.77,8018.71,9740.34,8583.63,8830.71,9642.49
"Adamtsl4",4010.07,3513.8,4029.44,3403.22,2230.35,3825.14
"Adamtsl5",672.052,374.554,388.879,308.38,467.291,360.59
"Adap1",48787.335,50003.35,49577.95,50448.95,49875.8,50739.17
"Adap2",1265.73,1538.98,1410.66,1321.81,1197.57,929.645
"Adar",112877,118234,107260,112774,120786,106354
"Adarb1",75663.65,78007.6,77826.65,75663.05,76123.5,79099.95
"Adarb2",5506.95,6940.95,3626.76,2023.53,3054.89,4074
"Adat1",2818.66,3841.54,3679.64,3116.6,3914.79,3083.83
"Adat2",1018.32,1236.21,1002.44,991.556,805.856,1035.35
"Adck1",14845,14709.2,14292.6,13564.5,12706.1,14054.2
"Adck5",4580.58,4139.08,2944.89,3635.68,2902.31,3904.83
"Adcy1",325354,336747,320674,342908,358270,342832
"Adcy10",955.031,861.356,1423.68,1031.81,1145.28,558.728
"Adcy2",116861,134252,119125,121454,129410,118050
"Adcy3",55786.4,59353.2,60036.8,66671.7,54279.4,54934.9
"Adcy4",1313.15,1557.83,1497.26,1116.09,917.642,1207.42
"Adcy5",88551.9,80713.9,85119.5,80602.4,86126.6,93316.8
"Adcy6",19519.65,16896,18606.95,19235.3795,16861.875,21085.85
"Adcy7",3047.01,3250.47,2799.25,3523.12,3154.97,3608.72
"Adcy8",21222.7,20660.4,17799.8,17178.7,23417.2,23456.2
"Adcy9",90458.1,100066,101404,103519,94126.5,92190.8
"Adcyap1",8733.74,9473.49,8858.99,8034.55,7972.22,8743.51
"Adcyap1r1",54783.88475,60699.5,55366.3,53256.1,56099.15575,51054.836425
"Add1",170209.55,175563,174039.45,174735.2,176902,167961.15
"Add2",57781.15,58628.3,60199.3,57802.4,60356.95,56407.75
"Add3",99431.75,109708.45,94723.25,100739.95,99743.3,94902.1
"Adgb",2379.92,2198.91,2329.86,2486.47,2135.68,2373.12
"Adgra1",22446.7,16043.1,21347.5,18052,16537.2,21172
"Adgra2",13999.2,10839.8,13132.8,13892.6,9134.74,13462
"Adgra3",17012.2,16802.7,16074.2,16518.3,15384.4,17404.6
"Adgrb1",39815.1,30058.3,41865.975,36202.425,31321.2,42465.9275
"Adgrb2",150980.1,114127.05,156060.5,141569.75,115990.05,168848
"Adgrb3",178646,192919,183508,177217,198784,181997
"Adgrd1",155.97833,103.7412435,158.3071,138.879025,114.5284,189.9891745
"Adgre1",8089.58,8300.82,6888.51,8078.63,7288.68,7786.42
"Adgre4",0.0679723,0.0634973,29.5073,0.0912836,36.2763,0.100009
"Adgre5",5780.76,5744.13,5164.13,6622.39,6068.93,5273.69
"Adgrf2",417.409,566.819,522.736,487.286,497.644,586.498
"Adgrf3",23.4895195,32.3693855,51.7854,18.59472,33.315,24.68835
"Adgrf4",0,0,34.9804,0,0,0
"Adgrf5",32913.7,36055.35,31979.3,31721.7,33154.85,29647.65
"Adgrg1",96164.5,88932,80426.5,98769.7,95002.3,108349
"Adgrg2",875.964417503333,1310.32966666667,1266.28366666667,959.977206266667,914.8505043,960.758325333333
"Adgrg3",102.239,232.231,135.305,234.618,273.817,167.43
"Adgrg5",0,0,0,18.2861,0,49.3767
"Adgrg6",21838.3,25848.8,22699.8,22687.8,23141.1,19792.2
"Adgrl1",167078.1,154623.6,162268.4,164708.55,155323.75,167456
"Adgrl2",5919.14,2038.22,21.3241,43.4458,14.9765,3300.37
"Adgrl3",51455.1,53737.0333333333,51501,50490.3333333333,55333.4333333333,52529
"Adgrl4",5965.77710555,6780.74195,6509.19759285,7903.089,6700.343,7305.47927375
"Adgrv1",8920.806,8558.07233333333,7568.664,8435.71966666667,8843.02733333333,7887.53566666667
"Adh5",17511.2727,18997.6,16049.65,17785.2345,17225.657,17280.92995
"Adh6",120.850326475,99.943,144.7055,87.8569765,29.41325,34.38265145
"Adh7",0,0,0,18.9033,0,45.1859
"Adhfe1",24569.8,25708,23638.4,25121.9,25468.7,23230.3
"Adi1",14620.8,12803.2,12671.9,14553,12369.7,13285.1
"Adipoq",794.1265,511.6015,348.331,454.215,200.7535,1109.329
"Adipor1",73878.3,64133.2,62256.5,68020.3,60910.1,66970.4
"Adipor2",27580.1,33017.3,28727,21891.7,28172.6,23695.1
"Adk",21924.3,25671.35,23522.4,23361.35,25658.15,22681.8
"Adm",855.56,690.945,659.061,416.572,492.062,545.191
"Adm2",205.476,105.498,115.802,75.6133,0,120.973
"Adnp",145710,146409,143159,144033,151857,147296
"Adnp2",18020.9,18317.4,18899,18400.3,17576.3,17985.5
"Adora1",91697.2,106726,98687.6,101266,103512,90881
"Adora2a",1575.65,1650.72,1652.09,1452.14,3437.61,1883.23
"Adora2b",4293.3,4229.19,4106.7,4295.59,3760.75,4567.71
"Adpgk",56440,57333.7,41213.1,50398.3,48817.8,47844.2
"Adprh",29696.3,27709.7,30017.1,29710.4,28115.3,29098
"Adprhl1",720.86075,663.71725,604.81275,601.31475,571.586,585.825
"Adprm",9336.02,10318.1,9566.58,9778.72,9522.78,9344.86
"Adprs",22620,22533.5,19059.4,23176.7,20865,21621.8
"Adra1a",7170.79,5663.65,6672.01,7413.62,8163.33,5992.69
"Adra1b",1278.51,962.572,1713.86,1668.43,532.287,1004.66
"Adra1d",27156.2,26667.1,29939.4,24883,23923.1,24905.8
"Adra2a",7278.44,6121.21,6162.35,5410.44,5309.86,7510.52
"Adra2b",435.912,527.561,235.869,286.573,405.209,570.219
"Adra2c",9281.05,7157.16,9572.04,10070.4,8609.79,10806.2
"Adrb1",1570.51,481.926,1693.24,1166.98,402.541,1548.19
"Adrb2",1257.09,1232.29,1276.73,1749.67,1240.71,1319.54
"Adrb3",463.095,449.034,857.055,400.336,431.001,400.884
"Adrm1",21764.5,20103.1,23258.7,21342,18596.1,22831
"Adsl",41711.8,43640.9,37464.1,41421,39270,40895.8
"Adss",56793.7,60645.4,57707.6,58690.7,58268.4,58409
"Adss1",1437,1224.74,1184.77,1149.8,750.885,1026.23
"Adtrp",464.61755,431.9925,248.23785,491.6675,475.60425,465.1288
"Aebp1",25896.5,26332.1,29093.7,27550.8,18502.6,21922.4
"Aebp2",8265.96,10734.3,9178.06,10077.5,10353.8,10810.1
"Aen",9473.53,8451.4,8551.93,7836.44,7171.51,9914.64
"Afap1",14674.135,13847.15,14464.385,14726.54,15382.72,14986.275
"Afap1l1",5019.28,4829.75,4795.07,5221.97,4149.32,4901.1
"Afap1l2",5140.36995,5683.213,4533.955,5734.3465,4754.4685,5169.653
"Afdn",110034,111346,108672,111482,116466,109014
"Aff1",7936.065,8420.125,10631.34,8954.085,8000.735,7688.25
"Aff2",32759.6,35345.9,31309.6,30287.1,30069.3,28457.8
"Aff3",25111.35,24536.425,25364.3,25859.265,26166.95,26244.45
"Aff4",318223,343798,329800,341563,342694,325379
"Afg1l",4760.86,4222.02,3888.57,4010.06,3955.5,4214.4
"Afg3l1",15760.9,17381.3,15290.4,14879.2,14608.7,15237.8
"Afg3l2",51633.8,55866.2,50316.1,51653.5,51518.1,54526.1
"Afmid",3506.83,3732.9,2833.35,4179.39,4460.71,3379.51
"Afp",124.345,141.242,253.497,196.431,276.731,72.9561
"Aftph",85939.8,92864.7,83958.3,89698.7,93629.3,85813.4
"Aga",15851.7,15938.4,14067.6,15340.6,16057,16345.4
"Agap1",53422.1,56483.95,56932.5,55054.7,55750.75,52763.25
"Agap2",323358.5,280440,332200.2,318139.5,290490.5,341940.2
"Agap3",36511,31815.66,38163.6333333333,36999.65,31919.6433333333,38941.87
"Agbl1",0.0649788,156.694,386.177,370.713,145.164,48.7542
"Agbl2",1832.65,1331.73,846.108,1643.85,931.666,1669.4
"Agbl3",7196.04,7151.54,8010.95,7694.95,7697.07,7091.66
"Agbl5",5460.94,5339.98,5349.51,5736.31,5062.36,5836.21
"Ager",229.422666666667,30.9665566666667,78.1973333333333,59.7243333333333,189.492,97.632
"Agfg1",27393.7,27980,24569.4,26506.3,26855.6,27225.6
"Agfg2",13789.97,15337.03,15788.1,13077.945,14219.755,13581.8
"Aggf1",174.61,3.22628,0.127678,58.4996,0,0.127373
"Agk",17061.4,17085.2,14825.1,16048.2,16697.2,15905.3
